duration,total_packets,bytes_transferred_total,bytes_transferred_source_to_dest,source_port,destination_port
60.894707293555186,867,41616,20227,56310,39621
242.46967644267048,464,18728,53723,32409,18491
110.75416583970761,50,19467,19481,16410,52125
295.6993882827157,408,11855,67705,20930,44501
110.50990653480007,401,53851,227,21826,22938
105.51983581072675,146,87386,10276,7842,55378
191.27534230039913,298,13125,12281,64187,13385
288.4588903073831,145,4987,49476,58300,55606
292.8652607783502,16,60775,79602,41954,64537
212.19112332544884,85,79294,79720,39281,20905
226.40644905434243,216,49448,52197,39877,22904
169.06431257431097,482,70862,14132,10061,61682
226.75714416578631,52,69624,73361,5209,55106
257.9479185256519,548,54984,16225,38018,28275
145.87998142818745,107,21763,14183,25504,53570
185.99669262274787,219,84489,62927,54057,59571
161.241276900391,935,18114,22477,8716,50949
168.78493699725027,337,14339,57882,59420,45040
267.0253681711949,921,36146,14887,62216,41585
106.7494873786505,371,18522,10596,21023,27913
62.5343892776272,998,21916,10798,7829,36389
136.93840507106137,810,27155,67139,4181,27003
62.50474862533142,254,54273,60079,35897,62540
149.5702876560395,405,6570,25291,38968,49765
271.0620807965819,580,89097,61495,34785,58157
185.26831279269507,985,45634,2519,14729,14384
256.644312705593,699,70397,49117,20504,53237
49.94065679269199,636,21703,1524,33981,53501
270.2719904018993,30,60622,48604,32702,33626
180.575970605694,185,56253,31159,27723,2427
9.624760643269891,289,99791,22911,28018,37112
189.97237468998253,359,22096,33155,30594,41031
285.4239471826493,474,40078,57662,20306,15806
23.842183442561083,985,98978,71550,56032,40441
174.77859352782465,565,75549,35646,13817,15044
274.65203300062745,400,42078,72058,27566,8444
3.00758098347893,689,40664,72150,46262,24547
189.31078664710034,984,30099,1386,21657,34661
142.52319732010568,133,31848,43366,55564,40234
104.16209666271831,502,61502,47967,40838,32477
188.29819333461825,503,32431,34485,64417,10299
15.905358166766334,874,44480,66798,16661,31076
225.9436075815913,999,57843,2818,20819,64668
1.443395128220317,77,53942,64127,29546,32085
92.15002956332641,350,99860,27684,10262,34765
151.23719544163504,60,99999,54978,28173,32637
113.16897294490884,455,64718,49646,50781,26825
92.31203296815417,879,90328,75175,51542,43786
249.267460125882,465,8086,53583,44910,49186
280.45628902414546,311,78782,36494,49203,47870
262.126434203276,91,42910,72671,56658,31254
156.77715078369488,931,99235,18261,27558,33223
265.26083614052556,965,86988,22719,10280,61332
276.26638339794494,298,60144,54761,55971,18596
122.83059527453385,325,76609,70097,1541,6171
85.10541326568307,280,52733,55530,60822,4467
29.569735223414764,711,18601,33503,13449,45918
143.77966712266377,967,20966,33502,22626,30009
283.89444643948855,118,18490,47819,15700,6708
168.31616766830425,695,41356,8582,53983,14619
200.30187432567283,910,39628,12941,22843,2345
33.95385716570509,567,27812,63296,11805,15834
43.14154727626265,271,5794,33551,19680,52199
139.39553126170577,517,55314,1546,49989,7764
285.3843132152193,101,85099,15204,36100,33736
108.29931401329951,388,21762,76732,26702,6492
263.2574639911283,286,110,58525,5816,63099
36.17454916837088,980,37748,5500,50986,64956
185.14346035941963,53,27615,37453,12979,14542
180.2238317754644,730,76482,46841,46552,13728
257.9764375460735,841,47358,27339,9292,1462
1.0946796510299612,798,60630,55729,19717,1188
57.060506992551886,240,28126,23159,41700,6702
65.98431886630156,214,17082,43489,26625,64931
284.99482981841214,616,17307,24465,27664,58011
46.192727515341495,361,57128,10231,5463,37129
11.185008831146057,364,38085,70296,49163,37142
160.3850022730682,734,39954,28445,14251,18395
158.61468288386112,852,77942,79086,44725,36321
253.22968491382247,860,65948,34259,30541,22020
284.66300908832284,701,72307,35208,30726,29777
161.60977809782526,327,23184,66970,7413,46198
279.0052553076547,836,35360,18590,63449,21253
217.57522947481888,476,43005,4446,29599,6780
79.44128248587593,823,16714,1441,45212,41897
278.5333712120835,611,52992,56624,46253,51502
200.26620853694422,97,10964,16702,20966,61654
124.28737022951586,327,48214,9766,25416,25627
204.1046011466275,73,15324,15618,18253,44008
120.45371704035087,994,47562,8719,26292,24332
34.343712019588985,256,143,69857,13264,38385
215.72172627835224,743,40400,49440,63472,32280
247.24387489000603,170,24576,79842,32024,56838
218.66897908591434,994,27600,23436,2356,33985
68.81148886022729,333,93905,24202,12253,26191
286.9948405419361,157,56530,78365,46316,52665
7.673843051177659,419,19941,14484,7324,27457
99.8723206829546,941,60393,29050,18682,30755
78.10172111701515,458,38252,28023,40958,7425
14.533055661693805,734,96567,37911,26844,58480
121.77833492730166,876,5715,6488,1361,59685
186.97214056481607,858,93597,12779,37086,35529
264.7776037591819,99,98149,26457,30930,19469
296.90794588582185,732,87526,42761,50512,10906
242.44606696267897,925,26970,78241,14469,49038
140.65728756197615,244,52890,55900,2891,62036
217.13895734751247,966,45976,73945,29605,7307
253.10277419803322,771,44427,14222,24322,26994
139.6456282059625,477,43402,69128,1518,63914
235.5378247642474,441,90382,15579,5666,12384
144.8474602520317,194,29936,73640,37678,57016
116.01014766392913,375,9931,40331,9376,53735
157.87464225134997,662,33484,73855,3060,55637
202.78883581438072,367,98643,76676,65116,65381
218.09192868994734,155,39322,66694,15746,33259
107.08520704074313,499,94705,58285,49348,16883
171.43894344165483,534,42916,66810,17210,8623
272.97027513672606,458,41982,12926,60109,11452
292.89623874318085,628,54139,56730,43491,48209
68.25170254606795,113,63446,15147,63989,4907
57.9300665974311,945,51156,74342,22491,20659
203.03802146525166,723,17296,2909,53736,38845
124.46369735845079,24,5099,24927,26975,49025
7.364279291599296,283,24126,14678,59921,13148
104.1238750071205,292,1830,78167,3305,20422
242.04274856732837,363,58275,8350,31719,29086
239.24833642191643,401,69060,2462,64381,34920
148.4560761300929,568,62934,79391,43852,48508
141.82612267277182,266,38930,3388,2625,40657
173.89428198606979,54,95352,59534,45811,23880
65.89707349801644,849,96862,5854,45464,57592
157.86048310479754,620,67843,53725,2323,15431
3.4128033809888505,714,78667,12442,59078,19104
142.72031047946177,714,28108,76034,15818,9348
100.88170877055269,422,95120,20079,31172,8431
202.4933948105075,849,69004,65313,48540,41037
191.54223988737297,895,87491,27147,30737,38457
114.3126804668244,474,67863,62574,54343,64972
2.281167145429611,730,48622,16445,17050,5244
75.75686145554863,243,65224,23043,32121,63498
190.04102027172976,354,30422,62138,19454,12755
21.80476557094961,388,12917,60660,48809,57750
32.38196230785581,178,46574,17308,36673,12204
194.14580386766943,475,47230,7353,22882,23578
226.75464354469273,573,13326,70236,51993,13518
96.53275743301235,405,31257,12227,19606,12509
146.9529523484169,36,86400,13797,4356,1335
283.7188383585992,358,83840,21873,34895,28029
283.6685142965732,558,288,79768,4201,27385
92.32008206158268,607,96033,78862,29194,39226
243.01536371762535,327,9514,75357,45458,16591
178.22382143677694,44,6846,12013,54991,17004
292.647799555779,320,14431,24978,64479,62759
143.3363095563578,738,76890,69073,31627,50577
232.43458971786688,658,75853,10088,35969,22962
230.4643251714998,472,81219,67976,51370,51772
149.28011700315952,269,37480,3488,21909,1145
238.7094712777626,525,34418,35201,39833,34542
78.38599595876823,25,15900,36185,30752,50281
36.76368558343964,773,95848,6217,9751,7958
127.60660702212932,640,27592,13222,15556,10275
283.09483392441206,551,98228,51353,40852,31269
150.27330799993837,157,5333,30410,26669,13383
190.61421568021336,876,22119,66360,46353,13879
187.2863205267718,185,11547,60759,64230,53414
39.858602894132176,174,79672,65528,25732,18652
117.15003502492534,929,11098,47495,17671,25675
212.11099797927022,984,32901,36748,16980,24273
291.5998305643598,394,24971,27306,54638,42993
50.488519715278144,186,27176,34257,40760,37074
123.19152291270095,281,93788,74491,19460,3299
28.618630560838536,586,1529,25201,64780,21216
72.78870024881188,295,10481,54286,38738,58820
113.09012706351244,528,2087,38328,16092,1789
162.23891006090986,188,94955,76759,23233,54758
69.24700798350037,412,88291,49271,14756,36507
68.34604208748785,972,19366,78716,63833,18905
233.3712107441471,684,59153,47400,23452,45930
288.79623471776966,186,77525,27002,5113,45716
97.1515290286617,544,48577,10987,31812,30525
206.42880638884046,575,1647,41752,28447,53014
77.49833036124042,861,49714,39546,34149,56212
278.3928812641931,301,55959,23844,15023,38858
201.9034178136029,309,54557,58770,39297,34281
240.82278870580723,189,98917,25035,54596,28023
14.901277555429525,818,79186,19441,9966,40166
179.5919398753633,411,5274,57345,16864,35727
158.33093817437882,538,20287,72456,4274,36541
87.96977238276844,387,61131,22043,62719,45280
78.80275251868967,858,4038,42689,56738,62938
174.0494382148592,551,60933,29770,3282,12907
211.9750419386668,193,1571,9956,42894,10319
10.048509834853167,163,57255,63870,53986,57988
170.26373441891892,53,16821,63288,34375,64173
51.22081273109392,475,72687,51539,20846,59967
42.194783142691556,174,64405,76994,58944,28881
186.97353447959588,196,7544,3243,15525,41256
93.32994815352015,211,93293,41036,56533,57953
132.3199819171457,790,95435,60531,11792,30891
108.06364295098788,700,68028,5270,60239,61528
194.53606241374186,390,15829,19407,26752,45929
141.088917843334,308,33844,39349,56322,58593
289.04125274518043,457,54230,19599,55166,7310
105.77958945602894,331,95345,17524,49023,46787
222.11127364482425,726,36936,57643,19191,27314
77.26204101815505,495,75531,191,51269,5173
152.67505247858142,329,17355,20744,60467,60611
165.8156685953969,29,69045,16913,21940,39640
98.79987339071337,683,12844,2740,49529,41448
141.58698062089746,122,67185,45106,6141,61260
83.85566350575779,458,80721,60474,41730,3369
1.8996344240271994,418,44567,21370,11357,22957
64.77292566119982,159,20945,68013,33326,40472
210.04924533071085,598,80372,25469,15946,9794
231.31181104316454,814,35489,40882,40538,19106
84.13283985496209,516,2629,36033,19541,46579
122.47209534553976,2,43217,22415,58885,11887
11.305961475569465,645,56414,3961,26341,8008
71.1951640391944,302,27032,699,7144,62669
233.7878630833525,79,8451,54738,3501,56213
181.83528245249065,659,76636,26519,22366,28527
61.81057953411598,678,43059,43396,7161,39048
77.30685433721739,315,23049,40934,36668,40343
245.05892669456907,975,27669,17727,33834,50454
62.80435246317575,750,56208,60440,64311,2492
100.31390198155464,328,19418,68299,39621,63140
199.34117162722782,276,18795,62685,53617,10156
168.37760447385276,716,80804,74181,9619,36110
138.3149745496209,452,37196,79365,26926,38328
269.93235318482533,565,86348,63784,47285,39139
65.99116776824398,486,85136,12214,44200,15486
222.45182526981364,107,3847,53234,23754,47373
47.80324580139318,567,64500,67132,40641,23347
184.7585766612953,246,88844,35424,7710,19191
261.20000666705283,935,99863,78759,44133,11091
137.42474546489353,889,4530,29630,64063,56806
217.31592270667952,164,84471,56842,60761,63011
246.13596656439654,954,29027,23368,52826,4250
40.89432482079306,527,60511,14677,30137,12944
211.77748589510477,1,9063,71664,54521,26585
275.960323094204,863,87061,36141,32950,49064
172.9535458956777,137,83131,73952,16685,36611
55.91806113417393,151,44371,14494,51053,37762
38.170065223524,180,78234,39923,35678,11282
77.99462560697768,922,9886,17797,2327,50600
31.1436293781031,744,76557,9279,51916,32679
154.0668820683557,487,42341,67676,18520,35897
21.0044343437497,700,95889,57854,54052,19878
67.0990469284043,18,85605,48279,23448,56070
132.02914212927305,225,89621,32418,8476,49699
142.22703364556622,105,47332,10994,65182,21202
169.6630056955746,999,11120,31802,27498,20299
211.71392732894287,718,35241,32966,39910,10899
14.26386903567371,698,29561,20867,32897,45157
24.278223557517396,65,14452,70684,42231,36939
18.351659626253745,333,56094,1183,56971,64412
127.0027796079266,372,15444,56757,57220,13277
12.650198670391998,207,54350,28720,45244,54227
223.84977192271472,229,78761,55212,15450,53827
66.9777542934395,581,19302,47774,34359,29761
281.7698267376586,142,42332,52887,62177,46894
145.9724861536237,718,66345,36024,31565,8925
133.95309315741625,686,7092,1159,56134,18582
234.1835539225861,709,99142,28805,10404,20357
213.97487976950802,331,26454,24852,60963,11025
182.23198138034803,928,78869,64821,35145,26036
280.55049720448596,819,4690,43949,12828,30485
126.73555237002438,709,94342,42022,48207,56292
242.57864956410867,740,13818,68692,55205,32835
114.08987442917096,271,88107,36754,26580,34026
251.51986772140182,949,13205,75244,5989,31434
77.91644122689398,711,5181,74047,1192,58088
86.85119514352613,325,92354,53008,57888,38562
203.39307325183444,990,60067,42541,45148,60513
63.89271715604372,527,20484,8545,3695,38920
68.82334068892608,798,70181,65231,17786,30622
91.64820246232267,846,5439,48162,30928,61943
203.7107380211467,920,15453,13147,2956,55032
266.82748891772724,728,59587,21582,15237,61929
202.40283857298328,547,26476,31160,33985,41951
248.36149187880312,69,93664,48593,25863,36266
163.11382084937145,908,84736,51134,30966,34018
20.77007408140907,212,4402,40752,31349,31472
30.229816831399347,558,1909,62398,27071,33354
166.36215431223792,382,94553,24767,11231,7184
98.40751049576866,965,5930,55991,31459,44594
66.24836528371908,760,18481,61345,5640,27875
139.93045249805596,420,48737,43302,38806,22209
199.98237259720003,597,67766,49967,8902,11031
115.55908512598393,48,4512,21449,15838,6381
240.78242292148673,231,76520,2546,18708,57724
221.58312164676093,579,60620,31035,36992,62222
220.50097315965405,477,55765,21484,4397,54171
295.5583879342488,950,89768,38228,26173,18818
88.63947021375327,89,46875,33360,43521,5788
193.45320334363444,731,47833,76457,35175,15613
256.657954214078,932,22807,13440,16202,61747
173.89937773078188,52,30578,76732,26980,11061
236.87170261700624,534,6845,48627,53713,35129
124.39421053338968,422,38070,51983,41716,6444
177.18835456187588,611,99959,15529,45143,17525
16.794351202018053,446,11982,76769,27123,52044
295.73170498686153,961,77400,28274,6015,52273
240.0255425863803,131,90201,50401,6226,35605
260.6558405822717,600,70079,75895,62980,10803
208.31885401506952,648,13683,16223,21340,12468
55.896404839328966,374,41390,76458,30719,26142
9.405429881167874,551,53957,39850,4646,36166
259.4105166600305,530,75772,27474,42879,2550
118.95956305546329,105,86859,22757,61761,45551
79.23307632437198,387,20442,70274,50640,8111
168.5457203557994,658,53916,12904,58156,59637
126.32746689046822,336,75512,3731,2634,9817
195.53463210669833,736,58414,21663,42596,37406
145.18959059304862,117,846,19929,61580,3173
209.20021881803714,1,24430,6128,18012,20709
256.04163852579194,629,79688,45511,31350,42371
58.74754758564113,896,42444,52364,58143,53856
98.89692088158948,538,98212,27991,1644,27202
131.1009944125346,436,28706,1466,16359,15039
288.6213285634887,496,96637,25475,3626,20690
109.66355070289082,12,54573,8557,27783,3720
114.39184489282958,294,9310,60637,56649,33197
196.07640963557236,508,80715,13623,21208,13650
125.81799299599577,853,27254,58901,40890,48311
285.3720013173176,681,28787,28748,23946,54327
268.3511812665856,565,72784,42528,33947,16338
154.0712924549243,781,78491,61544,41952,45817
193.46809266096014,760,94152,18368,16422,35097
17.5033655088978,128,15573,38769,28953,32315
208.74958535691616,76,51276,69930,62279,47231
212.18954179741473,269,64679,75579,61285,34508
107.82386876339808,146,30385,39152,40473,23253
65.98289679921926,915,88193,19056,16927,6782
274.5320127049233,403,42602,9098,12333,65519
128.0687997514578,499,14319,21999,36507,33275
196.146460830033,966,51963,75654,38131,53831
10.09530561337916,560,44106,17959,9094,56535
124.27874325639318,199,56270,31385,56866,32857
245.19591742306258,583,58898,34234,34241,12207
116.33404252017444,924,40065,60873,64789,42297
180.98803192504934,503,34570,61265,30449,36072
63.035754565313376,604,64247,67380,62869,16104
125.0160420869839,403,40084,27691,62329,52798
278.2985516441507,976,45480,68306,16130,10103
169.97887973534102,209,71960,6876,34861,21750
270.58924458197015,342,85893,39613,5041,52665
270.615587916914,851,73949,52878,30444,19330
283.2499253473014,48,47327,6419,29191,7302
268.6279588580236,541,91688,41362,36611,58291
1.0840105901891628,176,24703,5876,14606,58225
280.2110659853209,511,87398,2242,14891,37821
41.324085781704376,19,18608,19970,19693,4087
12.07388270823405,495,82451,23733,11251,47105
16.71102151995804,355,5074,25742,43174,42144
104.73996693341242,559,20261,9459,51575,44171
186.27914517211119,345,29830,14845,16971,44335
120.75312783604733,60,78359,76766,12956,59851
7.7637299663489046,688,81109,59622,52424,4916
142.99714198899693,767,1185,21785,12009,19145
132.69500960688697,916,88215,44086,7399,21628
227.07909472394388,229,88279,75722,16829,57256
83.95590823778895,147,92306,53437,18131,27508
65.3375990209307,298,18969,76877,43425,43354
76.85609340722019,333,15871,78135,39065,64081
91.1915728066914,751,41160,12071,8559,60345
179.78954552281323,332,75982,69700,38612,37187
