timestamp,duration,protocol,source_ip,source_port,direction,destination_ip,destination_port,state,source_type_of_service,destination_type_of_service,total_packets,bytes_transferred_total,bytes_transferred_source_to_dest,source_type_service,flowID,pps,bps_oneway,bpp_oneway,bps_twoway,bpp_twoway
2024-01-01 03:52:00,173.1134749994451,TCP,59.246.127.26,5692,outbound,2.126.228.134,62796,ACK,3,4,176,87318,34347,3,59.246.127.26/5692/outbound/2.126.228.134/62796,1.0166741786020075,198.40743188888155,195.1534090909091,504.397476858921,496.125
2024-01-01 03:53:00,147.80605637627727,ICMP,69.24.130.96,21695,inbound,26.217.87.203,14848,REQ,1,2,723,64658,26535,1,69.24.130.96/21695/inbound/26.217.87.203/14848,4.891545162123958,179.52579651031704,36.70124481327801,437.45162806723494,89.43015214384509
2024-01-01 03:54:00,58.65337204063354,TCP,196.24.147.161,35844,outbound,16.150.167.253,14468,CON,1,3,426,62333,60017,1,196.24.147.161/35844/outbound/16.150.167.253/14468,7.263009528333311,1023.248926906057,140.8849765258216,1062.7351477220664,146.32159624413146
2024-01-01 03:55:00,216.76338936692545,TCP,154.125.253.132,56185,outbound,188.72.31.14,46671,FIN,1,2,771,23501,54633,1,154.125.253.132/56185/outbound/188.72.31.14/46671,3.5568737057109425,252.0397939871672,70.85992217898833,108.4177548092255,30.48119325551232
2024-01-01 03:56:00,84.30363149601264,TCP,227.188.219.220,61676,outbound,229.140.4.202,59150,FIN,3,1,603,7871,51680,3,227.188.219.220/61676/outbound/229.140.4.202/59150,7.152716784549435,613.0222279030096,85.70480928689884,93.36489852601758,13.0530679933665
2024-01-01 03:57:00,7.392358332793005,UDP,9.115.229.177,35508,inbound,74.51.76.168,49904,CON,0,3,771,41435,27136,0,9.115.229.177/35508/inbound/74.51.76.168/49904,104.29689218118546,3670.817725328987,35.1958495460441,5605.112487065395,53.74189364461738
2024-01-01 03:58:00,193.6771415425596,ICMP,134.210.59.171,34102,inbound,181.109.177.142,34331,ACK,1,3,924,74551,16534,1,134.210.59.171/34102/inbound/181.109.177.142/34331,4.770826297004985,85.3688766176195,17.893939393939394,384.92410310391625,80.68290043290044
2024-01-01 03:59:00,53.21549275417397,ICMP,121.138.193.174,65060,inbound,106.247.126.6,11998,CON,2,1,703,79534,68673,2,121.138.193.174/65060/inbound/106.247.126.6/11998,13.210438607558698,1290.4700576058015,97.68563300142247,1494.5647570605597,113.13513513513513
2024-01-01 04:00:00,282.143529447439,UDP,108.107.200.212,48183,outbound,40.155.159.98,47638,ACK,0,1,81,67549,59313,0,108.107.200.212/48183/outbound/40.155.159.98/47638,0.28708792350699514,210.22279020951115,732.2592592592592,239.41360672807426,833.9382716049382
2024-01-01 04:01:00,286.183180243076,ICMP,216.225.213.130,21946,outbound,255.142.239.227,39407,FIN,2,0,927,92704,18725,2,216.225.213.130/21946/outbound/255.142.239.227/39407,3.2391840750830716,65.43012061049677,20.199568500539375,323.9323845701198,100.00431499460626
2024-01-01 04:02:00,274.4678306271125,TCP,76.219.29.217,35052,inbound,85.197.64.131,61036,ACK,0,4,138,2042,60714,0,76.219.29.217/35052/inbound/85.197.64.131/61036,0.502791163848577,221.20625160798915,439.95652173913044,7.439851859266625,14.797101449275363
2024-01-01 04:03:00,111.11059420660776,ICMP,240.20.155.247,46949,outbound,11.107.25.188,30314,CON,1,3,433,20488,24730,1,240.20.155.247/46949/outbound/11.107.25.188/30314,3.897018129475987,222.57103543173477,57.11316397228637,184.39285782148735,47.31639722863741
2024-01-01 04:04:00,4.735439297007341,TCP,218.189.160.212,21340,outbound,165.150.220.84,17040,CON,4,3,470,83351,17127,4,218.189.160.212/21340/outbound/165.150.220.84/17040,99.25161543027829,3616.771101009311,36.44042553191489,17601.534888785376,177.34255319148937
2024-01-01 04:05:00,278.50273692005885,UDP,163.179.33.40,12484,outbound,240.236.236.240,33136,CON,1,1,350,57142,38224,1,163.179.33.40/12484/outbound/240.236.236.240/33136,1.2567201452690342,137.24820237932448,109.21142857142857,205.175721545609,163.26285714285714
2024-01-01 04:06:00,128.51242608036256,TCP,51.174.81.57,17992,inbound,219.230.167.204,29537,ACK,3,1,126,53840,77018,3,51.174.81.57/17992/inbound/219.230.167.204/29537,0.9804499365781838,599.3039144077663,611.2539682539683,418.94781416959853,427.3015873015873
2024-01-01 04:07:00,289.9997802311965,ICMP,75.184.22.175,31290,outbound,151.122.143.221,3980,ACK,3,4,881,65973,3541,3,75.184.22.175/31290/outbound/151.122.143.221/3980,3.037933336699912,12.21035408087899,4.019296254256527,227.49327584801736,74.88422247446084
2024-01-01 04:08:00,289.0896311290669,ICMP,128.149.16.68,61167,inbound,189.254.67.103,9101,ACK,0,1,917,47124,46176,0,128.149.16.68/61167/inbound/189.254.67.103/9101,3.172026600949227,159.72900798847493,50.355507088331514,163.0082677678641,51.38931297709924
2024-01-01 04:09:00,255.91753569466127,ICMP,108.138.93.14,31233,inbound,80.158.52.105,37514,FIN,3,2,868,23550,3442,3,108.138.93.14/31233/inbound/80.158.52.105/37514,3.3917175610647594,13.449644982931915,3.9654377880184333,92.02183014179157,27.131336405529954
2024-01-01 04:10:00,88.40522273166873,UDP,91.162.32.211,25024,inbound,153.43.139.89,45851,REQ,1,2,309,57065,62307,1,91.162.32.211/25024/inbound/153.43.139.89/45851,3.4952686102934196,704.7886773513013,201.64077669902912,645.49353801422,184.67637540453075
2024-01-01 04:11:00,115.59080880771737,UDP,125.15.161.65,58727,inbound,101.255.239.96,60201,REQ,2,2,855,10157,67854,2,125.15.161.65/58727/inbound/101.255.239.96/60201,7.396781879277899,587.0189913877457,79.36140350877193,87.87030824307091,11.87953216374269
2024-01-01 04:12:00,255.35588778790537,ICMP,227.167.247.155,15035,inbound,220.8.11.68,38879,CON,1,2,230,93349,38450,1,227.167.247.155/15035/inbound/220.8.11.68/38879,0.9007037276189004,150.57416663889876,167.17391304347825,365.5643142152032,405.8652173913043
2024-01-01 04:13:00,95.14490934636764,TCP,47.166.197.200,3890,outbound,182.243.181.27,44130,FIN,0,4,460,9083,36601,0,47.166.197.200/3890/outbound/182.243.181.27/44130,4.834730551115518,384.6868976116936,79.56739130434782,95.46490781691793,19.745652173913044
2024-01-01 04:14:00,50.930874731159136,UDP,148.123.0.199,48157,inbound,56.98.196.225,56636,ACK,3,3,345,20095,28138,3,148.123.0.199/48157/inbound/56.98.196.225/56636,6.77388719163175,552.4743124583599,81.55942028985507,394.55438584301453,58.2463768115942
2024-01-01 04:15:00,167.0846986112592,ICMP,247.86.127.190,6922,inbound,110.225.76.102,35962,CON,2,2,310,91728,25515,2,247.86.127.190/6922/inbound/110.225.76.102/35962,1.8553464355299756,152.7069816211204,82.30645161290323,548.9910252848181,295.89677419354837
2024-01-01 04:16:00,280.8528167708182,ICMP,67.3.185.152,19419,inbound,106.108.111.57,37183,FIN,4,1,953,77781,48205,4,67.3.185.152/19419/inbound/106.108.111.57/37183,3.393236396762465,171.63794386771735,50.58237145855194,276.9457714339783,81.61699895068206
2024-01-01 04:17:00,208.8393360228244,UDP,47.37.142.190,40043,outbound,78.74.41.165,40734,CON,2,2,20,38986,6019,2,47.37.142.190/40043/outbound/78.74.41.165/40734,0.09576739890522429,28.821198700527248,300.95,186.6793906859537,1949.3
2024-01-01 04:18:00,171.06134490980054,UDP,21.226.56.116,38731,outbound,68.180.32.70,19024,FIN,2,4,881,89125,9031,2,21.226.56.116/38731/outbound/68.180.32.70/19024,5.150199190030601,52.79392608985965,10.250851305334846,521.011921465922,101.16345062429058
2024-01-01 04:19:00,29.243230481853484,UDP,181.45.243.141,5030,outbound,56.104.199.100,14830,FIN,1,1,561,96672,21082,1,181.45.243.141/5030/outbound/56.104.199.100/14830,19.18392704075979,720.9189837313688,37.57932263814617,3305.790721718949,172.32085561497325
2024-01-01 04:20:00,184.540667287081,TCP,228.203.144.38,35417,outbound,51.73.170.120,48584,REQ,4,2,647,95249,54141,4,228.203.144.38/35417/outbound/51.73.170.120/48584,3.5060022785844454,293.38248742633766,83.68006182380216,516.1409753213135,147.2163833075734
2024-01-01 04:21:00,297.01714964626854,TCP,137.98.251.76,11980,inbound,143.165.142.4,13833,CON,0,3,541,94120,24458,0,137.98.251.76/11980/inbound/143.165.142.4/13833,1.8214436460800392,82.34541348581442,45.208872458410355,316.88405909252,173.97412199630315
2024-01-01 04:22:00,42.11119616943356,ICMP,207.209.114.224,51066,inbound,221.82.181.50,15879,ACK,0,1,560,2773,24291,0,207.209.114.224/51066/inbound/221.82.181.50/15879,13.298126174019163,576.8299694519634,43.37678571428572,65.84947121527703,4.951785714285714
2024-01-01 04:23:00,155.54706274388462,UDP,134.250.218.150,31687,outbound,10.139.245.3,42900,REQ,2,1,477,34990,47990,2,134.250.218.150/31687/outbound/10.139.245.3/42900,3.0665959972860586,308.523987232197,100.60796645702307,224.94799569190607,73.35429769392033
2024-01-01 04:24:00,263.22418427119385,TCP,187.90.97.119,7102,outbound,95.145.79.231,30412,REQ,2,3,269,77613,51155,2,187.90.97.119/7102/outbound/95.145.79.231/30412,1.0219425724304096,194.34004569768626,190.16728624535315,294.8551259258044,288.52416356877325
2024-01-01 04:25:00,222.25650846448588,UDP,46.37.141.99,30655,outbound,36.24.214.203,7482,ACK,3,1,3,23566,61100,3,46.37.141.99/30655/outbound/36.24.214.203/7482,0.013497917432097908,274.9075850337274,20366.666666666668,106.03064073493977,7855.333333333333
2024-01-01 04:26:00,209.13502072448085,ICMP,245.71.189.34,31164,outbound,98.163.100.194,36548,FIN,4,2,770,92645,3707,4,245.71.189.34/31164/outbound/98.163.100.194/36548,3.681831944418411,17.72539093241435,4.814285714285714,442.9913253125243,120.31818181818181
2024-01-01 04:27:00,210.77497678773403,TCP,147.29.254.77,57212,inbound,9.60.52.145,7877,ACK,2,1,16,50506,21280,2,147.29.254.77/57212/inbound/9.60.52.145/7877,0.07591033928146594,100.96075124434971,1330.0,239.62047473435746,3156.625
2024-01-01 04:28:00,107.91139625080456,TCP,251.83.112.24,63925,outbound,171.162.253.62,41501,CON,3,2,606,3788,18730,3,251.83.112.24/63925/outbound/171.162.253.62/41501,5.615718274940603,173.56832226012787,30.90759075907591,35.10287264929868,6.250825082508251
2024-01-01 04:29:00,88.14819409492155,TCP,168.87.13.153,42715,outbound,121.246.225.104,33246,ACK,4,3,358,69384,42390,4,168.87.13.153/42715/outbound/121.246.225.104/33246,4.0613424208610684,480.89470731927565,118.40782122905028,787.1290014777217,193.81005586592178
2024-01-01 04:30:00,242.8274105280062,ICMP,102.214.149.175,4985,outbound,206.3.92.168,19344,FIN,0,0,646,13765,36000,0,102.214.149.175/4985/outbound/206.3.92.168/19344,2.6603256963261748,148.25344437731005,55.72755417956656,56.68635171815758,21.308049535603715
2024-01-01 04:31:00,243.05300706428628,UDP,249.82.109.178,30301,outbound,255.172.177.206,29642,ACK,3,3,813,20741,78565,3,249.82.109.178/30301/outbound/255.172.177.206/29642,3.344949358248284,323.2422464093191,96.63591635916359,85.33529475944361,25.51168511685117
2024-01-01 04:32:00,260.1349883421731,TCP,131.169.18.200,52680,outbound,28.169.79.75,53267,FIN,4,2,839,32600,7917,4,131.169.18.200/52680/outbound/28.169.79.75/53267,3.225248573238471,30.434198992048838,9.436233611442193,125.31955123667957,38.85578069129917
2024-01-01 04:33:00,273.98084171168574,ICMP,28.211.172.70,42598,outbound,116.68.97.233,46639,FIN,3,4,133,35897,78592,3,28.211.172.70/42598/outbound/116.68.97.233/46639,0.48543540186637557,286.8521737103924,590.9172932330827,131.02010993080665,269.90225563909775
2024-01-01 04:34:00,153.45158541839524,UDP,206.62.72.250,53982,outbound,1.166.95.217,18376,CON,2,3,312,84866,4379,2,206.62.72.250/53982/outbound/1.166.95.217/18376,2.033214574807505,28.536687894493795,14.03525641025641,553.047397774403,272.0064102564103
2024-01-01 04:35:00,150.50473677669115,ICMP,124.118.120.251,32441,inbound,17.111.250.90,8321,ACK,1,4,967,46050,35915,1,124.118.120.251/32441/inbound/17.111.250.90/8321,6.425046950082175,238.63036319772627,37.1406411582213,305.9704364542752,47.621509824198554
2024-01-01 04:36:00,239.50872417213583,UDP,19.174.243.141,23508,inbound,88.162.173.169,28964,ACK,0,4,482,25146,66990,0,19.174.243.141/23508/inbound/88.162.173.169/28964,2.0124527892085666,279.6975359939458,138.98340248962654,104.98991252580626,52.170124481327804
2024-01-01 04:37:00,195.0241828402517,ICMP,120.165.180.60,19127,inbound,246.166.89.48,50048,CON,2,2,895,9738,37919,2,120.165.180.60/19127/inbound/246.166.89.48/50048,4.589174465266765,194.43229781949773,42.36759776536313,49.93226920979638,10.880446927374301
2024-01-01 04:38:00,210.6198664895852,UDP,164.167.208.29,30369,inbound,190.37.150.149,4227,FIN,2,2,544,86463,66955,2,164.167.208.29/30369/inbound/190.37.150.149/4227,2.5828522687193893,317.8949883310785,123.07904411764706,410.51683034978777,158.93933823529412
2024-01-01 04:39:00,238.75822156388668,TCP,9.63.160.119,47350,inbound,132.176.58.200,40291,ACK,4,0,305,21273,66302,4,9.63.160.119/47350/inbound/132.176.58.200/40291,1.2774429211368055,277.6951493679097,217.38360655737705,89.09850249620742,69.74754098360656
2024-01-01 04:40:00,267.0126020110881,UDP,52.88.141.202,40478,inbound,68.198.214.129,38965,CON,3,1,269,13322,79436,3,52.88.141.202/40478/inbound/68.198.214.129/38965,1.0074430868578605,297.4990670916023,295.30111524163567,49.892776219778504,49.52416356877323
2024-01-01 04:41:00,101.46474753977556,ICMP,53.226.232.186,2611,outbound,49.215.231.246,18297,FIN,0,3,414,50164,1761,0,53.226.232.186/2611/outbound/49.215.231.246/18297,4.080234860267172,17.35578161577413,4.253623188405797,494.39831287546474,121.16908212560386
2024-01-01 04:42:00,112.7373274967192,ICMP,78.221.40.195,57176,outbound,126.222.238.158,26392,CON,2,2,25,37110,25851,2,78.221.40.195/57176/outbound/126.222.238.158/26392,0.22175441404469634,229.3029342987778,1034.04,329.1722522079472,1484.4
2024-01-01 04:43:00,28.285183758276613,UDP,251.67.219.7,43595,inbound,111.167.47.50,12674,ACK,4,3,981,18195,53320,4,251.67.219.7/43595/inbound/111.167.47.50/12674,34.68246868691269,1885.0858617596173,54.35270132517839,643.2696409361635,18.547400611620795
2024-01-01 04:44:00,173.52621428475257,TCP,2.104.124.109,51072,outbound,43.97.182.215,32008,CON,0,4,316,1539,71672,0,2.104.124.109/51072/outbound/43.97.182.215/32008,1.8210505041126017,413.0326953505012,226.81012658227849,8.86897698047245,4.870253164556962
2024-01-01 04:45:00,10.87908791164295,TCP,86.168.119.126,55734,inbound,177.123.217.79,42965,REQ,3,1,571,85650,55585,3,86.168.119.126/55734/inbound/177.123.217.79/42965,52.486017636543586,5109.343765897154,97.34676007005254,7872.9026454815385,150.0
2024-01-01 04:46:00,139.73284563792478,UDP,255.182.15.220,58645,outbound,185.110.204.142,8406,FIN,2,0,725,5475,76809,2,255.182.15.220/58645/outbound/185.110.204.142/8406,5.18847230720984,549.6846475096283,105.94344827586207,39.18191156134327,7.551724137931035
2024-01-01 04:47:00,162.8391259488022,UDP,62.112.175.157,22055,outbound,27.195.207.191,53707,REQ,2,3,668,89123,16270,2,62.112.175.157/22055/outbound/27.195.207.191/53707,4.1022082138295435,99.91456233384233,24.356287425149702,547.3070398819318,133.4176646706587
2024-01-01 04:48:00,86.03372151327248,ICMP,12.34.10.63,27236,outbound,222.235.157.163,61897,REQ,2,1,826,91338,13442,2,12.34.10.63/27236/outbound/222.235.157.163/61897,9.600886553217071,156.24106180186908,16.27360774818402,1061.6534818374587,110.57869249394673
2024-01-01 04:49:00,177.29089484464632,TCP,238.49.212.254,11374,outbound,195.213.112.85,1825,FIN,0,0,276,20700,2296,0,238.49.212.254/11374/outbound/195.213.112.85/1825,1.5567635339753287,12.950467659446938,8.318840579710145,116.75726504814966,75.0
2024-01-01 04:50:00,9.247024956720924,UDP,149.68.47.19,19840,outbound,114.248.241.246,42026,FIN,0,3,930,2566,20060,0,149.68.47.19/19840/outbound/114.248.241.246/42026,100.57288742624807,2169.3463674952004,21.56989247311828,277.49465498468015,2.7591397849462367
2024-01-01 04:51:00,11.300721805889404,TCP,101.194.171.160,21312,outbound,124.48.75.54,47689,CON,0,1,389,45197,68408,0,101.194.171.160/21312/outbound/124.48.75.54/47689,34.42257996274817,6053.418637767808,175.8560411311054,3999.479040041978,116.18766066838046
2024-01-01 04:52:00,246.7979081418315,UDP,245.252.200.188,30456,inbound,213.55.195.94,48989,FIN,0,2,722,53376,17284,0,245.252.200.188/30456/inbound/213.55.195.94/48989,2.925470501091428,70.03300850535213,23.939058171745152,216.27411837431586,73.92797783933518
2024-01-01 04:53:00,108.12117335923772,UDP,137.67.34.208,45246,inbound,44.158.185.86,20757,REQ,4,3,444,50217,49501,4,137.67.34.208/45246/inbound/44.158.185.86/20757,4.106503714353792,457.8289197392502,111.48873873873873,464.45111942275764,113.10135135135135
2024-01-01 04:54:00,38.20544774430024,TCP,226.215.223.64,49641,outbound,246.180.83.206,58181,REQ,1,1,999,47071,75255,1,226.215.223.64/49641/outbound/246.180.83.206/58181,26.148103450745136,1969.7452704562816,75.33033033033033,1232.0494269569813,47.11811811811812
2024-01-01 04:55:00,156.7207536904358,UDP,8.44.86.174,7861,inbound,151.155.15.164,10993,ACK,4,0,427,7028,21834,4,8.44.86.174/7861/inbound/151.155.15.164/10993,2.724591287018922,139.31785986129074,51.133489461358316,44.844092658475375,16.459016393442624
2024-01-01 04:56:00,231.02106657427336,UDP,168.75.181.75,35241,outbound,149.206.144.241,36993,FIN,2,1,57,88116,29722,2,168.75.181.75/35241/outbound/149.206.144.241/36993,0.24673074557758773,128.65493368521163,521.438596491228,381.4197610055214,1545.8947368421052
2024-01-01 04:57:00,64.82472614630326,ICMP,174.46.14.104,21908,inbound,37.76.146.157,17757,REQ,4,2,697,55409,1132,4,174.46.14.104/21908/inbound/37.76.146.157/17757,10.752070104036184,17.462472536253888,1.624103299856528,854.7510077396569,79.49641319942612
2024-01-01 04:58:00,186.90485369811816,UDP,147.25.51.92,6478,outbound,45.145.205.61,33473,ACK,3,3,971,74747,11198,3,147.25.51.92/6478/outbound/45.145.205.61/33473,5.195156684204272,59.91283681742475,11.532440782698249,399.92005836685547,76.9794026776519
2024-01-01 04:59:00,25.695704751631023,UDP,150.231.20.50,10448,inbound,164.99.211.51,27167,ACK,0,3,566,40988,27544,0,150.231.20.50/10448/inbound/164.99.211.51/27167,22.02702768695509,1071.9301247517508,48.6643109540636,1595.1304078320056,72.41696113074205
2024-01-01 05:00:00,15.599348178465446,UDP,38.19.248.156,37909,outbound,19.108.43.6,26729,CON,3,3,721,95125,75143,3,38.19.248.156/37909/outbound/19.108.43.6/26729,46.21987994314561,4817.060247666838,104.22052704576977,6098.011206091159,131.93481276005548
2024-01-01 05:01:00,159.45325400728757,ICMP,179.131.54.198,42661,inbound,249.171.116.67,61327,REQ,3,2,368,43932,52002,3,179.131.54.198/42661/inbound/249.171.116.67/61327,2.307886422833247,326.12692869612636,141.30978260869566,275.5164845867125,119.3804347826087
2024-01-01 05:02:00,162.23647297087092,TCP,92.27.3.149,44642,outbound,251.33.193.68,29387,CON,2,0,941,9504,36769,2,92.27.3.149/44642/outbound/251.33.193.68/29387,5.800175403030081,226.63830966420088,39.07438894792774,58.5811551863952,10.099893730074388
2024-01-01 05:03:00,191.2652274593121,ICMP,76.172.66.85,19436,inbound,55.9.223.41,31744,REQ,0,3,342,33739,48787,0,76.172.66.85/19436/inbound/55.9.223.41/31744,1.7880929249032147,255.07511557676355,142.65204678362574,176.3990268810221,98.65204678362574
2024-01-01 05:04:00,217.85479098342617,ICMP,236.193.215.161,63695,outbound,41.204.230.196,10996,CON,3,0,805,78218,59503,3,236.193.215.161/63695/outbound/41.204.230.196/10996,3.6951218578490765,273.1314731771349,73.9167701863354,359.03731860526597,97.16521739130435
2024-01-01 05:05:00,292.75803863081416,TCP,91.182.104.0,48135,outbound,122.137.9.101,34375,CON,2,1,852,60698,39586,2,91.182.104.0/48135/outbound/122.137.9.101/34375,2.910253135950348,135.21746553958977,46.46244131455399,207.33162540600262,71.24178403755869
2024-01-01 05:06:00,154.93847445552845,ICMP,72.86.165.5,40637,outbound,219.187.127.178,46511,FIN,0,0,304,66499,50654,0,72.86.165.5/40637/outbound/219.187.127.178/46511,1.9620691443380402,326.9297711753259,166.625,429.1961711491294,218.74671052631578
2024-01-01 05:07:00,96.95464623507964,TCP,214.152.209.144,21166,inbound,149.135.192.91,37169,CON,1,0,764,27784,50883,1,214.152.209.144/21166/inbound/149.135.192.91/37169,7.879973056139866,524.8123939994304,66.60078534031413,286.56697826150526,36.36649214659686
2024-01-01 05:08:00,238.5763398111342,ICMP,61.11.5.217,56080,inbound,113.230.77.84,23436,FIN,2,3,374,68691,14089,2,61.11.5.217/56080/inbound/113.230.77.84/23436,1.5676323993237222,59.054472925325996,37.67112299465241,287.9204201656305,183.6657754010695
2024-01-01 05:09:00,81.32259215349605,TCP,27.135.210.123,38416,inbound,30.212.48.8,25102,ACK,4,4,950,77822,67889,4,27.135.210.123/38416/inbound/30.212.48.8/25102,11.681870619752,834.811067899309,71.4621052631579,956.9542477582528,81.9178947368421
2024-01-01 05:10:00,131.74752906962024,UDP,106.192.184.92,60405,outbound,145.68.57.184,23604,REQ,0,4,816,2782,47981,0,106.192.184.92/60405/outbound/145.68.57.184/23604,6.19366454735402,364.1889934394525,58.80024509803921,21.116145552376082,3.409313725490196
2024-01-01 05:11:00,23.62906876454556,ICMP,109.240.98.167,61017,inbound,62.222.51.188,57259,ACK,3,2,112,38146,39975,3,109.240.98.167/61017/inbound/62.222.51.188/57259,4.739924417506091,1691.772130266125,356.91964285714283,1614.3674716981016,340.5892857142857
2024-01-01 05:12:00,7.702687950295706,ICMP,142.34.175.236,64140,outbound,40.165.170.62,15879,REQ,3,2,878,21932,51053,3,142.34.175.236/64140/outbound/40.165.170.62/15879,113.98618322144202,6627.946027339725,58.14692482915718,2847.3177339552008,24.979498861047837
2024-01-01 05:13:00,288.79825956190973,ICMP,84.55.176.140,9872,inbound,147.227.49.160,37193,ACK,4,4,6,17097,48947,4,84.55.176.140/9872/inbound/147.227.49.160/37193,0.020775748472659266,169.48509341520884,8157.833333333333,59.20049527284257,2849.5
2024-01-01 05:14:00,250.8104381416105,ICMP,189.229.48.45,50341,inbound,141.77.247.96,47428,REQ,4,1,930,34740,42337,4,189.229.48.45/50341/inbound/141.77.247.96/47428,3.707979647461527,168.80078960707385,45.523655913978494,138.5109816696919,37.354838709677416
2024-01-01 05:15:00,208.8226644075,UDP,113.189.135.42,14160,inbound,190.220.42.176,20593,CON,3,3,703,76982,33062,3,113.189.135.42/14160/inbound/190.220.42.176/20593,3.3664928181749185,158.32572625106567,47.0298719772404,368.647724222961,109.5049786628734
2024-01-01 05:16:00,122.74498802983952,ICMP,148.123.96.89,54767,inbound,36.121.107.9,60562,REQ,0,3,846,40591,41833,0,148.123.96.89/54767/inbound/36.121.107.9/60562,6.892338445577394,340.81228628113377,49.44799054373522,330.6937468610308,47.979905437352244
2024-01-01 05:17:00,52.070966589246645,UDP,39.84.244.176,1613,outbound,95.5.56.128,64494,REQ,2,1,944,63143,68365,2,39.84.244.176/1613/outbound/95.5.56.128/64494,18.12910460154486,1312.9197416150575,72.42055084745763,1212.633529507783,66.88877118644068
2024-01-01 05:18:00,47.01546909705871,UDP,192.61.105.106,21932,inbound,71.185.218.20,55461,ACK,4,1,279,72825,46541,4,192.61.105.106/21932/inbound/71.185.218.20/55461,5.9342170855305625,989.9082343285947,166.8136200716846,1548.9582768952087,261.02150537634407
2024-01-01 05:19:00,75.14784515956212,UDP,54.125.232.8,52997,inbound,92.126.79.55,49530,ACK,4,4,382,45620,58634,4,54.125.232.8/52997/inbound/92.126.79.55/49530,5.083312757523464,780.2485869754732,153.49214659685865,607.0699685817289,119.42408376963351
2024-01-01 05:20:00,164.81307674536552,UDP,88.36.48.40,62626,outbound,238.214.115.147,26762,ACK,4,2,852,63019,12853,4,88.36.48.40/62626/outbound/238.214.115.147/26762,5.16949271759747,77.98531678319281,15.085680751173708,382.36650419046356,73.96596244131456
2024-01-01 05:21:00,214.40731721774867,TCP,17.87.20.50,7533,outbound,230.181.24.155,7796,FIN,1,1,13,64542,49675,1,17.87.20.50/7533/outbound/230.181.24.155/7796,0.06063225905110974,231.68518987414436,3821.153846153846,301.02517412897885,4964.7692307692305
2024-01-01 05:22:00,198.0931932776476,TCP,59.166.182.40,41485,inbound,5.119.20.17,25898,FIN,0,2,303,21870,13748,0,59.166.182.40/41485/inbound/5.119.20.17/25898,1.5295830966554964,69.40167793009823,45.37293729372937,110.40258192691653,72.17821782178218
2024-01-01 05:23:00,84.05217569408825,ICMP,39.140.191.10,43246,inbound,175.197.56.92,20755,REQ,0,0,556,47598,34610,0,39.140.191.10/43246/inbound/175.197.56.92/20755,6.614938821138759,411.7680442439073,62.24820143884892,566.2911115261918,85.60791366906474
2024-01-01 05:24:00,286.464097670892,TCP,238.146.138.76,50247,outbound,19.127.96.192,11155,REQ,0,3,617,61577,15426,0,238.146.138.76/50247/outbound/19.127.96.192/11155,2.1538475676936257,53.84968003118618,25.00162074554295,214.95538359136208,99.80064829821718
2024-01-01 05:25:00,221.39528531706097,TCP,127.45.44.0,45500,outbound,237.130.169.20,1812,CON,0,4,160,344,13167,0,127.45.44.0/45500/outbound/237.130.169.20/1812,0.7226892829757573,59.472811180886225,82.29375,1.5537819583978782,2.15
2024-01-01 05:26:00,166.35078034816905,ICMP,168.107.18.75,46734,outbound,227.232.39.66,55121,CON,0,3,154,32888,56431,0,168.107.18.75/46734/outbound/227.232.39.66/55121,0.9257545992731798,339.22894669860267,366.43506493506493,197.70270948633987,213.55844155844156
2024-01-01 05:27:00,183.55505179568223,ICMP,72.199.188.244,53756,inbound,153.126.236.229,17208,REQ,3,4,754,95441,38006,3,72.199.188.244/53756/inbound/153.126.236.229/17208,4.107759457578363,207.05504767204678,50.40583554376658,519.9584487940804,126.57957559681698
2024-01-01 05:28:00,125.93805872209418,ICMP,109.11.188.239,58138,inbound,237.54.211.179,31921,FIN,4,0,181,79553,48836,4,109.11.188.239/58138/inbound/237.54.211.179/31921,1.437214467466187,387.7779322275067,269.8121546961326,631.6835498913679,439.5193370165746
2024-01-01 05:29:00,74.39452375139712,TCP,161.44.89.102,50444,inbound,172.108.97.212,3913,REQ,3,3,526,57837,66530,3,161.44.89.102/50444/inbound/172.108.97.212/3913,7.070412894337828,894.2862544872543,126.48288973384031,777.4362558361539,109.95627376425855
2024-01-01 05:30:00,106.85620632751332,TCP,220.249.196.7,10992,outbound,184.182.111.214,10593,CON,1,0,180,46589,31745,1,220.249.196.7/10992/outbound/184.182.111.214/10593,1.6845067421568534,297.0814807209406,176.36111111111111,435.9971367241424,258.8277777777778
2024-01-01 05:31:00,227.3780485282643,ICMP,153.90.173.86,3486,outbound,198.114.116.204,22681,FIN,2,4,377,71403,1561,2,153.90.173.86/3486/outbound/198.114.116.204/22681,1.6580316457115556,6.865218564869332,4.140583554376658,314.02767532822867,189.3978779840849
2024-01-01 05:32:00,4.416607240063784,UDP,158.236.174.214,10484,outbound,241.86.200.80,11165,FIN,4,1,804,28490,53283,4,158.236.174.214/10484/outbound/241.86.200.80/11165,182.0401852142933,12064.23779698158,66.2723880597015,6450.652831785095,35.43532338308458
2024-01-01 05:33:00,34.910184888024176,ICMP,177.174.83.81,34807,inbound,253.65.18.210,20680,CON,1,3,776,10347,22552,1,177.174.83.81/34807/inbound/253.65.18.210/20680,22.22847007224543,646.0005890068027,29.061855670103093,296.38914927515907,13.333762886597938
